HOECHST0,HOECHST1,HOECHST2,HOECHST3,HOECHST4,HOECHST5,HOECHST6,HOECHST7,HOECHST8,HOECHST9,A488_0,A488_1,Ki67,CD45RB,CD4,CD163,CD11b,IBA1,CD19,LaminAC,A555_0,LAG3,Keratin,CD3,CD45,CD68,FOXP3,ASMA,GFAP,BANF1,A647_0,Arl13b,PD1,PDL1,CD8A,CD14,CD21,CD20,gTubulin,LaminB,AREA,CIRC,X,Y,frame,COLS,ROWS,Xt,Yt
18860.622,23804.053,14799.381,9545.73,3681.006,3030.188,38571.428,16302.92,14843.442,16181.146,340.267,1031.834,320.517,970.027,3851.079,36921.601,4441.468,10746.058,358.503,646.166,112.143,1401.504,112.308,193.544,463.097,14282.152,221.537,154.666,4666.579,353.879,67.051,910.979,1277.213,260.131,1331.449,26886.039,4030.685,97.586,641.681,21014.02,75.205,0.893,205.269,204.833,2,2,1,621.269,204.833
5701.827,9032.397,5485.299,3297.302,1369.661,995.631,16260.948,6379.864,5855.879,8089.76,340.374,1246.163,327.266,594.918,2242.816,14302.29,1924.479,4338.43,297.07,459.154,137.976,1443.645,78.205,153.14,447.771,3983.507,170.082,177.51,1279.832,273.131,78.483,835.192,820.178,237.726,5005.507,10359.322,4895.533,113.586,258.68,7601.502,60.418,0.932,127.155,205.431,2,2,1,543.155,205.431
14270.258,19460.026,11364.037,7341.07,2861.671,2320.091,35106.886,12442.372,10269.215,11771.613,282.984,975.446,316.755,799.315,3948.298,44700.428,4727.025,10703.831,277.522,407.83,121.66,2098.093,127.821,168.505,724.013,9592.174,179.517,94.798,3561.815,296.528,63.117,1631.477,1948.388,296.912,3387.757,15759.55,3346.162,215.201,471.064,12706.272,141.221,0.881,116.53,209.082,2,2,1,532.53,209.082
17879.431,23983.202,14183.711,9024.54,3595.533,2874.813,38702.54,16088.22,14788.843,16164.197,374.925,989.326,366.684,986.291,6407.057,36725.692,5343.509,12195.56,421.386,595.016,126.144,2217.282,145.806,246.645,1047.386,12942.987,213.036,657.4,7824.29,399.821,72.632,2223.067,2197.467,338.555,1434.957,22615.256,3046.244,183.544,634.449,14086.311,126.856,0.868,186.348,217.39,2,2,1,602.348,217.39
13008.401,18207.343,10509.871,6480.094,2519.513,2056.945,29326.863,9950.676,8057.089,9389.919,319.055,1015.168,326.63,934.852,4748.816,39904.151,4385.094,11675.786,364.594,848.173,116.042,2412.314,195.582,175.147,811.944,11049.295,165.604,401.817,7127.211,261.782,61.445,1623.103,1857.808,229.075,1428.435,22864.014,3733.874,241.214,731.643,13052.409,67.706,0.91,49.67,219.988,2,2,1,465.67,219.988
18426.312,23587.205,13804.449,9394.256,3494.209,2903.523,38796.644,14898.908,12857.446,11820.05,441.311,959.77,316.525,759.263,3038.943,10270.232,3932.822,4005.952,295.223,24146.813,137.074,1324.945,61.05,209.878,484.75,1792.908,248.549,2936.366,620.778,555.186,73.604,2313.546,1843.527,256.57,956.673,12687.15,2506.87,171.234,314.409,13618.67,90.309,0.843,279.526,221.037,2,2,1,695.526,221.037
11454.136,14877.374,9112.827,5960.903,2386.149,1866.085,29912.678,10434.073,9299.797,10160.272,439.255,866.486,322.98,1030.751,6748.982,47976.131,4415.933,11610.508,335.62,1258.63,156.318,2130,77.76,171.77,1556.419,5427.151,163.145,367.424,4670.411,271.198,75.643,1510.903,1785.213,306.001,3441.726,26462.429,2416.154,259.478,387.73,9404.092,80.698,0.913,293.976,221.629,2,2,1,709.976,221.629
18481.806,24546.773,14657.662,9479.094,3728.969,3047.914,36305.557,16674.095,15111.493,17513.185,355.62,1147.925,353.199,1151.631,4507.318,42319.281,4057.157,14456.39,442.803,686.999,131.715,2415.922,263.316,194.413,893.694,5666.448,184.742,949.404,14042.965,401.781,67.379,1506.905,1977.919,367.572,2005.015,23403.7,3785.089,161.086,720.984,17875.125,143.016,0.844,156.097,225.361,2,2,1,572.097,225.361
19313.255,25707.567,14911.061,9547.726,3678.343,3055.731,43792.239,15487.585,13354.945,13926.823,369.969,1025.43,384.181,1230.211,7892.722,50638.021,6701.176,13652.982,295.403,441.532,125.799,2275.589,83.215,230.339,1439.404,13585.619,198.38,89.741,1677.501,332.746,73.058,2286.387,2314.228,272.142,1001.284,32706.292,2810.71,252.249,585.893,14943.196,91.788,0.897,184.246,223.902,2,2,1,600.246,223.902
17777.105,24269.381,14352.28,9091.759,3595.83,2916.137,38082.342,15191.223,12034.838,14545.784,382.627,1063.526,330.319,959.307,2273.729,20524.335,3877.872,7834.213,292.039,810.321,136.959,1764.879,98.459,188.201,504.731,2705.09,221.623,103.109,3097.676,374.889,68.968,1682.677,1767.89,285.066,1615.585,14348.859,3707.416,143.047,534.192,14630.013,103.301,0.914,115.009,225.271,2,2,1,531.009,225.271
16698.216,21368.382,13134.83,8760.142,3396.638,2717.261,35077.767,15068.487,13796.148,15464.139,321.574,846.135,260.251,678.869,6470.281,37254.296,2194.347,11953.855,337.28,5822.271,106.562,846.697,127.623,251.313,801.549,2801.002,200.395,473.461,7905.964,422.945,64.279,1056.38,888.498,251.722,708.046,24882.057,2437.48,89.867,628.293,17635.923,130.236,0.854,277.329,227.984,2,2,1,693.329,227.984
18543.099,24066.476,14347.659,9542.242,3673.089,2969.407,40369.974,15878.31,13963.271,14786.683,385.642,879.079,350.505,865.141,10870.162,40080.673,3881.263,12592.089,487.763,3458.368,142.545,1649.703,203.563,408.607,1856.102,2780.677,204.986,1365.183,16099.497,349.826,72.122,2604.7,2240.265,402.323,1390.939,18325.401,3057.905,267.585,688.289,15906.677,106.998,0.911,288.658,228.257,2,2,1,704.658,228.257
15407.35,19824.463,11883.342,7984.517,3040.286,2475.701,37845.694,13105.034,11232.503,11628.944,292.297,760.477,318.421,534.443,4420.225,22867.834,2367.438,6140.949,296.084,9157.236,104.683,1433.102,96.895,176.977,672.368,3413.493,186.303,1405.917,5223.183,470.982,63.143,1862.601,2089.342,263.915,1031.511,12885,2463.515,191.868,460.176,13887.04,120.307,0.872,294.568,231.216,2,2,1,710.568,231.216
18997.45,24241.802,14470.588,9855.215,3698.204,3017.007,39504.925,15672.09,13280.313,14148.182,379.6,937.051,310.607,811.428,4501.226,39896.122,2852.623,9095.627,296.191,2513.363,129.419,1197.135,64.235,158.64,679.113,13321.702,212.142,111.469,3729.105,337.481,67.992,1461.775,1279.882,288.833,1287.132,15691.225,2267.113,139.479,499.703,14784.704,95.908,0.9,308.375,232.304,2,2,1,724.375,232.304
12985.912,16819.442,9913.179,6813.879,2542.562,2132.923,30405.412,10313.452,8306.888,8568.069,237.648,625.944,207.467,689.592,5813.481,46812.938,3483.425,8608.794,259.437,717.719,92.312,887.948,53.748,141.038,590.404,8533.792,177.54,99.55,2156.837,220.183,57.519,1023.117,1058.202,208.162,1118.979,28770.537,1871.25,141.175,329.4,11940.856,54.925,0.917,353.015,231.549,2,2,1,769.015,231.549
18494.672,23828.465,14554.803,9415.411,3698.705,3012.126,35442.107,16399.668,14927.632,16762.875,294.468,961.267,304.531,1012.354,3130.027,36627.959,3541.821,9656.25,386.089,219.256,106.104,1567.709,191.752,159.523,536.383,1451.15,224.245,826.639,8510.463,391.101,64.432,956.273,1407.109,285.163,1708.977,19011.944,4373.831,110.569,636.629,16432.303,120.413,0.896,207.09,234.831,2,2,1,623.09,234.831
16053.938,20927.402,12624.887,8417.234,3252.789,2606.392,34021.439,13926.14,12343.81,13596.717,299.944,787.39,267.108,865.317,4819.09,43744.796,3145.656,8817.434,301.754,890.749,108.496,1381.586,93.378,142.373,812.421,13469.004,165.1,233.703,8552.113,305.935,60.322,1203.25,901.298,215.491,734.886,17454.303,2471.09,115.52,282.401,16007.478,83.233,0.904,302.629,233.957,2,2,1,718.629,233.957
12569.746,16089.423,9694.002,6513.325,2447.723,2052.63,28981.895,10133.549,8007.414,8730.86,344.892,813.526,243.197,742.642,3820.859,40587.11,2835.611,7477.829,435.767,373.544,127.508,992.74,192.647,179.077,514.469,3474.737,221.704,1749.674,19453.979,245.322,58.128,1236.615,1004.743,301.928,453.138,19780.911,2758.072,115.457,337.641,10414.026,70.241,0.901,373.62,235.211,2,2,1,789.62,235.211
5838.8,8433.912,4991.168,3272.928,1305.294,998.526,16125.822,5823.155,5265.853,6555.984,279.896,760.978,205.323,1416.413,1732.579,17297.693,3816.656,6277.728,295.047,197.025,99.153,972.483,80.851,132.225,446.969,3900.274,164.982,320.472,4729.438,268.538,70.926,342.601,452.628,194.789,694.022,18852.765,2804.544,91.855,318.07,7112.611,51.651,0.923,320.406,237.733,2,2,1,736.406,237.733
14136.438,18647.57,10654.554,7169.601,2627.35,2209.665,31685.411,10565.743,8767.364,8743.837,420.811,1043.944,366.66,855.132,6629.588,54387.609,3024.484,17216.21,334.072,129.58,150.418,2481.084,81.922,223.232,1062.842,16247.802,197.558,64.885,3472.181,215.924,65.916,1675.652,1562.191,278.074,623.44,24306.393,2571.702,192.13,342.934,8900.286,54.291,0.932,295.637,241.447,2,2,1,711.637,241.447
13763.222,18065.339,10950.261,7367.248,2853.619,2321.449,30235.7,12974.103,11597.122,14338.189,289.407,745.625,283.221,1532.112,12576.871,10105.505,1930.788,2800.846,256.019,146.324,105.924,917.858,68.519,1107.63,1240.136,784.503,187.718,318.938,1206.531,295.091,62.83,678.138,860.583,282.711,740.301,6660.357,2729.162,137.255,572.746,7773.328,107.421,0.909,352.509,242.916,2,2,1,768.509,242.916
10991.099,15237.264,8954.082,5663.047,2331.553,1855.416,29017.311,10206.065,8891.676,11072.434,358.22,896.244,284.053,480.41,2823.157,21262.321,2906.734,6773.257,597.83,467.082,131.026,1582.587,648.731,157.118,670.152,2810.022,160.915,2336.059,29306.931,289.982,73.561,2027.795,1569.999,532.485,2836.286,13039.128,4907.483,192.204,378.409,10376.758,109.111,0.911,135.322,244.506,2,2,1,551.322,244.506
17553.135,23263.33,13686.898,8748.931,3513.186,2851.816,35873.375,14875.313,12947.876,14346.987,261.525,846.45,301.533,1343.378,4167.443,36698.039,3942.388,9157.177,410.33,1658.384,97.462,1599.187,218.443,193.166,690.484,15841.527,202.74,411.387,10459.687,450.039,70.231,1656.645,1693.843,334.357,1362.249,20325.772,3362.936,135.533,594.822,18080.459,118.617,0.902,188.263,245.294,2,2,1,604.263,245.294
11938.729,16152.02,9464.242,6317.214,2456.625,1974.795,30360.436,10192.669,8768.528,9084.77,306.758,831.419,298.492,647.637,3276.813,22046.835,2988.761,4714.185,243.93,18785.423,117.864,1488.663,59.14,184.995,522.512,8025.353,192.855,2437.657,1378.078,440.388,61.955,1367.827,1694.598,230.795,1306.584,11679.16,1729.186,152.627,525.154,11501.899,130.236,0.809,280.012,245.398,2,2,1,696.012,245.398
14942.081,20170.798,11889.697,7585.451,3071.011,2484.665,32693.323,13559.814,11857.523,14263.34,274.758,853.22,283.792,572.169,4205.668,26157.516,3672.771,7054.983,410.889,551.967,97.297,1722.444,257.838,161.389,944.998,3974.433,165.097,1723.485,17512.082,303.895,65.075,1823.167,1917.306,341.208,1729.234,24156.041,4164.339,150.708,624.776,9984.491,119.884,0.904,145.553,247.181,2,2,1,561.553,247.181
13974.488,19189.079,11229.495,7184.797,2902.135,2345.653,33265.32,12383.403,10696.477,12237.173,488.28,1123.259,374.747,944.79,5225.637,30868.796,3820.674,8010.312,468.7,965.735,167.359,2131.003,282.442,208.142,1130.989,3607.813,224.351,2053.747,15235.458,343.496,70.871,2291.094,2300.266,468.753,2069.967,19210.542,4718.343,186.543,688.376,13759.426,132.982,0.879,158.408,248.024,2,2,1,574.408,248.024
14981.538,19088.759,11282.51,7605.433,2707.222,2369.839,29854.153,10343.619,8481.877,9003.462,375.594,854.948,309.912,680.249,4375.333,43354.188,3240.065,9987.485,281.584,288.119,141.946,1822.498,53.201,217.105,549.377,8695.462,189.778,59.385,37.364,260.826,76.259,1736.234,1735.015,220.506,3838.395,20631.975,1534.874,155.96,696.858,12515.674,50.489,0.902,391.885,246.016,2,2,1,807.885,246.016
14457.449,18853.21,11229.688,7524.046,2936.942,2419.535,34521.339,12544.437,10917.213,11356.336,311.816,903.336,279.597,740.802,5711.831,53138.186,3035.626,10928.319,463.891,537.207,113.806,1454.72,300.925,209.088,658.429,4046.928,216.39,836.045,14271.495,285.771,63.007,1296.231,1419.976,307.018,910.908,30389.19,1899.522,172.857,540.943,11655.92,87.458,0.92,254.091,252.429,2,2,1,670.091,252.429
17404.529,23459.674,13792.838,8829.911,3477.472,2836.644,38372.557,14305.611,11858.58,13296.958,407.088,1158.309,350.9,791.466,4852.648,40402.895,3313.834,10935.717,314.468,276.644,141.99,2181.926,95.643,216.892,670.967,6008.593,209.029,113.934,1041.718,308.908,67.244,1763.944,2381.405,270.284,2365.669,12012.534,2979.851,226.917,634.243,16149.857,111.963,0.916,170.768,253.977,2,2,1,586.768,253.977
12534.473,17355.128,10204.964,6458.775,2651.049,2122.139,28825.134,11761.36,10203.217,13088.15,403.874,1140.748,319.072,1268.364,3145.224,21034.038,4273.783,6938.479,295.087,265.123,146.62,2523.913,779.429,178.986,492.726,18601.198,192.753,358.166,898.725,403.511,68.73,1156.146,1536.01,222.295,3233.833,17810.291,3517.485,119.899,645.024,17183.027,104.358,0.896,124.213,255.755,2,2,1,540.213,255.755
15902.982,20862.535,12558.417,8573.494,3240.177,2617.04,31192.16,14129.733,12356.786,14603.691,430.126,1114.135,338.934,843.411,5430.218,37626.775,3387.738,9391.548,413.471,538.873,159.457,2146.937,96,204.336,444.343,14079.111,213.006,242.62,4356.012,414.738,65.574,1282.661,1713.069,275.083,1087.49,16644.394,2330.194,139.772,534.349,17866.713,119.145,0.927,342.458,256.335,2,2,1,758.458,256.335
8381.34,11932.13,6948.268,4345.201,1853.23,1442.151,22601.808,8042.056,7262.867,8765.101,198.379,639.45,281.277,2623.548,1236.183,8112.117,3065.125,3347.999,322.747,220.252,79.341,1199.193,233.66,139.254,513.42,382.33,145.072,966.618,12435.335,284.34,62.46,964.272,1130.511,450.928,3008.069,15411.651,3948.708,303.669,376.111,10463.298,82.704,0.87,185.063,258.992,2,2,1,601.063,258.992
13310.733,18142.375,10745.466,6770.105,2845.051,2269.943,33305.66,12285.277,10018.969,12995.637,291.367,889.415,291.91,568.225,2711.866,27095.583,3626.634,8545.596,221.803,258.012,103.906,1646.68,122.548,151.221,461.953,8084.284,162.114,190.417,2367.998,325.938,64.55,1661.264,1739.671,179.312,1634.274,9481.103,2350.69,145.494,363.83,11304.815,138.158,0.886,53.434,264.879,2,2,1,469.434,264.879
18264.34,23528.169,13961.868,9325.516,3643.724,3008.118,39585.669,15119.854,12943.471,13819.381,346.179,990.292,319.046,722.298,4572.452,41036.388,3838.334,11133.426,311.056,3475.147,126.73,1514.884,86.002,190.037,633.445,3460.374,228.953,98.676,2870.144,413.87,65.824,1385.307,1837.277,296.14,884.041,19698.163,3083.609,162.731,684.415,16974.459,127.489,0.851,221.194,265.436,2,2,1,637.194,265.436
14128.838,18597.59,11208.986,7531.741,2928.989,2354.516,29243.592,12801.192,11256.814,13237.504,248.454,668.958,198.908,459.327,2777.27,34293.554,2914.958,6990.371,331.974,1176.046,89.874,827.821,119.956,143.799,632.708,4937.326,152.317,339.043,10756.694,351.518,63.587,867.653,784.951,243.635,911.949,6751.43,2487.851,96.305,438.303,15597.562,108.371,0.93,318.764,265.051,2,2,1,734.764,265.051
16558.821,22262.809,12533.146,8033.083,2996.307,2513.794,34057.262,11038.394,8508.971,9473.857,401.2,1113.953,365.266,618.594,4884.63,35250.224,3460.092,9566.389,331.116,570.37,133.998,2638.314,149.602,234.263,497.538,8458.806,218.495,1282.659,5340.212,280.469,67.307,2022.005,2518.156,303.238,1132.238,16538.985,3472.149,160.323,859.308,12414.738,70.241,0.863,160.927,265.451,2,2,1,576.927,265.451
20481.241,26200.791,15706.378,10689.493,4084.352,3369.534,43091.828,17143.79,14587.571,15632.899,255.261,778.349,272.43,714.945,4062.335,35178.75,2715.479,11040.314,298.563,2721.605,91.619,1772.291,75.215,168.841,521.592,2733.836,186.296,243.462,2243.728,378.423,66.291,1582.673,1993.422,285.25,1515.13,15600.886,1688.69,136.73,623.521,17941.068,117.983,0.893,282.894,267.465,2,2,1,698.894,267.465
14720.997,19367.022,11355.288,7275.014,2941.18,2422.018,36346.731,12294.059,9858.755,11789.056,424.534,1088.878,384.582,947.308,4000.312,46582.858,4554.111,8247.29,339.299,2236.46,162.32,2880.051,118.048,197.785,692.792,21008.099,187.963,234.8,3294.043,454.143,80.336,2209.256,2128.346,296.069,1225.853,12493.748,3667.516,185.379,527.477,13788.456,121.363,0.864,93.768,271.638,2,2,1,509.768,271.638
13210.258,17262.624,10410.173,6901.362,2668.649,2223.113,34039.286,11456.501,9564.651,10659.504,295.084,709.547,252.28,916.454,3136.406,38599.429,2583.299,8697.099,286.63,2003.207,110.703,1229.15,81.24,147.052,895.317,671.485,194.656,547.003,8727.631,313.573,58.309,2079.933,1311.121,178.455,766.479,23752.588,2582.722,158.647,538.83,13699.258,96.858,0.898,390.739,272.006,2,2,1,806.739,272.006
15640.382,20025.586,12056.918,8371.489,3125.388,2589.847,36520.702,13137.832,11136.615,12410.248,454.14,967.723,368.572,981.469,5400.682,47658.139,2735.555,9288.379,291.961,761.605,152.572,1896.166,62.152,378.49,1297.245,8321.624,263.66,288.278,3760.748,261.424,72.051,1655.378,1791.301,210.971,506.248,24967.957,2667.299,187.945,436.088,10281.599,111.012,0.921,366.77,273.073,2,2,1,782.77,273.073
16446.545,20872.402,12685.833,4426.364,3192.167,2686.809,35182.95,13410.271,11127.043,12787.387,323.263,777.289,283.975,839.4,1896.691,18501.423,3653.72,7030.294,250.433,242.263,122.451,1532.448,92.663,82.287,446.172,5311.415,192.537,165.161,6259.259,371.698,57.608,762.028,1266.349,83.921,385.027,25199.569,2061.93,96.101,465.713,12848.894,93.689,0.921,401.325,277.751,2,2,1,817.325,277.751
16151.369,22102.737,12875.551,8205.473,3377.321,2739.777,35701.505,14323.509,12370.571,14470.366,354.358,989.394,351.075,977.714,5939.528,34210.217,2816.912,6845.69,316.204,3163.315,117.904,2670.025,98.953,199.654,532.679,8953.194,215.085,252.823,2219.398,563.088,74.752,2535.213,2179.236,308.362,1060.35,12515.617,2915.133,169.218,1067.137,17774.369,116.082,0.856,153.812,278.769,2,2,1,569.812,278.769
16776.407,21875.906,13150.659,8967.014,3425.424,2792.723,31963.77,14609.962,12764.865,15072.043,382.368,827.14,1588.635,1188.957,13975.598,31002.423,2860.898,8184.482,475.394,479.022,143.874,1544.848,185.222,1683.507,2909.203,2492.054,2911.288,903.583,20546.267,317.094,63.143,2732.447,1666.032,344.305,573.707,19212.611,3970.924,212.872,905.103,9106.185,149.776,0.841,366.089,283.173,2,2,1,782.089,283.173
10476.787,13971.175,8463.291,5693.913,2259.35,1799.735,28245.446,9934.208,8905.633,10685.091,307.536,753.961,221.129,614.918,4141.688,33986.851,2230.939,8082.07,371.993,894.656,111.596,1400.997,138.779,135.984,526.177,1849.069,162.34,312.823,13056.8,261.892,66.362,1015.729,831.902,282.124,2525.459,34360.717,2618.386,123.343,597.203,7156.591,105.625,0.864,287.737,281.316,2,2,1,703.737,281.316
7403.968,10307.395,6191.003,4171.309,1613.094,1269.571,20315.258,7033.765,6285.99,8027.559,338.903,824.509,330.854,555.754,13861.361,18871.689,1853.669,4474.239,740.45,91.899,127.404,1377.197,371.523,2076.482,1964.935,1264.849,201.011,1345.683,47466.518,267.48,59.181,4981.838,2955.482,592.12,1047.796,12391.01,4913.095,158.422,1040.707,5360.932,66.649,0.874,373.876,283.611,2,2,1,789.876,283.611
15859.268,20561.009,12039.072,8406.661,3000.266,2530.474,36605.144,11867.709,9697.48,10289.475,409.689,1004.622,330.768,982.974,3422.287,46481.594,3382.363,11363.748,395.958,218.114,149.017,1968.377,155.282,221.969,707.308,9049.757,188.475,219.523,9567.465,255.681,67.739,1555.409,1784.823,284.771,1223.69,20377.894,1795.57,202.487,619.843,9661.224,111.857,0.844,323.864,289.787,2,2,1,739.864,289.787
12565.967,16244.152,9596.957,6459.829,2593.895,2102.017,31139.453,10444.323,8932.463,9982.647,336.386,761.01,263.219,1339.249,1276.319,1706.097,956.943,1948.631,285.478,9908.345,109.506,1935.629,74.098,273.8,524.715,79.743,171.764,1549.292,2604.864,437.915,68.692,2190.183,1705.627,261.443,3318.499,4605.286,3152.226,100.62,523.453,11432.078,85.345,0.785,254.721,297.99,2,2,1,670.721,297.99
17259.937,21544.894,12961.286,8800.086,3411.883,2887.128,35139.517,14217.983,12246.18,13306.688,426.897,1108.568,362.024,1897.831,5226.417,22070.186,3989.236,8634.228,430.992,1573.187,152.202,2038.535,113.233,227.223,840.484,2189.724,272.67,506.434,4166.656,514.955,71.486,1415.991,1940.09,328.248,813.197,36158.68,3900.71,187.022,904.894,20857.936,121.152,0.881,229.433,297.83,2,2,1,645.433,297.83
15112.177,19733.653,11656.577,8029.438,2995.921,2510.689,31463.075,12705.394,10717.469,12265.592,293.618,779.122,324.535,3749.093,2389.191,21474.448,2400.725,7142.307,550.229,95.507,120.476,1254.113,228.888,251.08,1474.165,1972.974,191.637,1364.625,25090.943,315.294,55.583,3038.824,1882.572,402.215,824.336,15824.423,4613.989,133.819,722.423,6662.268,106.048,0.873,374.017,298.991,2,2,1,790.017,298.991
16617.194,21238.187,12828.804,8575.012,3456.701,2820.684,36179.662,14875.96,13207.401,15457.096,252.951,654.05,274.594,3713.721,784.776,1261.616,823.554,1036.057,268.701,3469.157,94.898,3553.421,50.159,599.994,1428.719,73.789,157.122,354.82,82.215,346.96,64.953,2998.325,2398.352,297.746,9024.927,3209.726,4421.317,154.554,529.618,8043.997,107.315,0.917,249.54,298.763,2,2,1,665.54,298.763
12376.576,16424.361,9830.739,6704.74,2644.095,2132.665,30296.64,11325.606,9872.648,11826.573,289.162,761.545,236.961,954.727,2966.109,22606.098,4112.282,6896.78,275.176,706.935,119.721,1097.674,57.342,150.28,479.044,6242.114,165.864,222.104,1246.962,307.181,59.933,581.337,774.832,161.415,542.673,17695.207,2671.674,96.573,601.282,12531.462,102.351,0.928,303.401,302.085,2,2,1,719.401,302.085
15797.727,20756.403,12392.477,8318.872,3342.78,2694.493,32638.513,14135.94,12332.647,14395.198,296.786,715.431,481.47,790.751,2102.022,17066.292,5735.294,5541.02,260.974,116.461,100.278,1300.553,81.724,135.629,598.818,935.298,162.75,268.043,4040.503,337.968,64.229,721.682,989.341,162.416,1622.271,9692.119,2825.64,126.726,320.452,10429.804,111.646,0.906,273.782,303.597,2,2,1,689.782,303.597
12373.785,16361.344,9868.504,6747.835,2630.646,2136.872,28940.41,11369.264,9877.587,11886.228,242.902,693.557,194.18,758.523,2444,35573.182,2570.938,7502.446,278.231,281.207,100.094,801.583,63.494,121.593,439.872,2655.128,155.49,259.952,3226.036,304.734,62.167,503.071,737.07,182.318,477.515,17767.262,2419.865,82.065,420.825,11814.577,90.943,0.918,319.299,314.763,2,2,1,735.299,314.763
14176.861,18541.352,10869.033,7538.929,2813.805,2345.296,33836.577,11490.359,9500.703,10439.744,314.847,816.321,256.107,890.104,2828.144,46192.996,2831,7315.199,366.983,667.809,126.891,1286.012,145.323,167.277,496.38,4041.683,182.183,301.732,7246.083,304.204,72.52,1233.004,1386.792,245.348,557.316,14084.227,2241.939,109.429,389.811,11499.649,79.219,0.884,334.059,316.868,2,2,1,750.059,316.868
13215.443,17141.838,9823.478,6732.913,2579.605,2185.009,32367.855,10253.455,8355.524,9085.988,304.277,753.007,241.949,646.1,3179.157,45046.436,3566.207,7185.922,288.612,388.001,124.355,1445.409,85.539,158.145,544.365,6463.04,203.222,73.561,4705.201,248.606,66.362,905.277,1092.427,205.537,1870.334,22758.422,3182.054,129.018,308.587,9650.563,70.558,0.909,296.943,318.726,2,2,1,712.943,318.726
10859.754,14586.31,8627.621,5916.387,2283.483,1841.637,26262.767,9488.572,8086.003,9507.121,311.571,841.695,243.136,1543.413,11634.497,4476.931,1441.034,3824.748,368.952,9877.522,129.302,1507.03,110.181,553.44,1129.428,137.346,221.535,1065.457,7693.865,476.042,65.347,1255.068,1568.498,217.897,1329.273,7751.289,3128.621,120.335,1093.701,11194.416,79.747,0.877,327.106,326.818,2,2,1,743.106,326.818
13608.035,17631.936,10398.733,7299.773,2711.903,2292.267,35171.316,11374.49,9547.036,10719.97,422.88,1011.608,321.146,942.281,5294.46,58486.111,4235.613,14601.748,391.578,3352.95,164.378,2063.194,57.087,290.047,715.915,12144.628,222.783,233.724,396.236,348.403,74.977,1463.413,1719.302,243.804,569.153,34105.762,1104.073,214.036,560.227,10044.969,60.84,0.933,386.847,327.685,2,2,1,802.847,327.685
15190.487,20294.386,11813.156,7595.775,3169.29,2550.658,36550.279,12271.342,9743.427,10905.994,262.129,770.543,297.233,932.393,4455.501,25507.885,3432.844,9630.692,328.839,264.406,107.368,2200.856,181.733,173.662,659.297,7096.308,189.888,470.931,5902.713,302.97,61.472,1697.853,1945.683,327.266,954.144,23864.919,2087.771,155.603,877.235,14317.893,74.677,0.908,196.802,331.233,2,2,1,612.802,331.233
16845.796,21549.072,12925.588,9051.892,3286.178,2733.271,37364.914,13546.978,11804.177,12463.027,450.492,1094.142,327.318,666.683,3473.378,45563.317,3185.043,10060.347,400.878,3210.378,156.21,1832.007,117.774,210.358,488.476,3070.576,215.669,346.437,6012.183,386.875,67.935,1118.812,1677.332,280.839,433.289,16162.243,2514.594,128.635,689.128,14317.963,73.409,0.923,344.798,331.652,2,2,1,760.798,331.652
15769.615,20382.895,12231.083,8517.344,3230.973,2653.811,35886.084,13948.966,12009.56,14791.321,293.349,721.801,208.129,762.408,3138.834,38525.473,3362.456,10272.857,381.209,2986.004,103.724,1002.675,136.375,160.771,502.918,4802.375,183.292,345.439,11551.711,362.846,62.349,602.656,944.82,192.804,338.946,28061.791,1661.881,76.466,463.961,13855.94,138.158,0.837,387.8,337.734,2,2,1,803.8,337.734
14183.095,18548.17,10873.223,7716.365,2763.916,2343.075,34576.748,11012.006,9046.829,9645.641,271.547,747.674,239.232,822.151,1526.703,14213.344,2896.566,5567.41,293.786,521.765,105.433,1210.884,91.24,153.781,511.165,2987.214,168.797,283.716,5361.953,237.873,59.485,1074.382,1252.11,194.884,346.729,13393.194,3164.237,93.954,351.237,9786.735,69.079,0.865,348.417,338.988,2,2,1,764.417,338.988
12780.386,16893.329,9977.146,6791.137,2657.57,2187.405,32366.76,10562.497,8854.078,9958.112,328.665,838.903,271.823,757.71,3876.348,40029.906,4158.429,9729.254,339.834,345.122,132.919,1516.205,88.344,191.093,480.873,12266.503,188.523,82.657,2971.031,306.62,73.782,987.663,1376.968,199.113,920.389,22876.705,1960.969,162.769,461.183,12927.575,79.536,0.904,295.833,340.336,2,2,1,711.833,340.336
12293.416,17057.897,9831.024,6140.557,2603.706,2047.217,30514.968,12039.139,3585.543,5539.046,186.31,423.61,140.946,888.002,5201.553,50871.278,3223.907,12957.362,123.213,41.95,67.195,1660.696,73.614,157.978,1313.487,4757.191,120.052,182.489,1849.006,126.575,55.29,2686.962,1672.256,257.612,942.455,36814.59,1938.433,173.165,244.579,11019.662,52.496,0.869,118.36,20.317,3,3,1,950.36,20.317
11160.052,14627.575,8755.639,5276.069,2236.956,1835.107,24228.502,9551.041,7425.394,8782.292,306.261,713.367,223.713,631.281,5839.312,47877.207,3405.259,10405.603,191.78,227.692,114.416,1558.579,54.396,153.771,572.116,3370.802,206.554,89.661,152.013,232.064,76.317,962.771,1179.413,192.733,540.958,28100.576,2189.52,102.603,326.05,11394.141,67.283,0.92,199.474,21.624,3,3,1,1031.474,21.624
