HOECHST0,HOECHST1,HOECHST2,HOECHST3,HOECHST4,HOECHST5,HOECHST6,HOECHST7,HOECHST8,HOECHST9,A488_0,A488_1,Ki67,CD45RB,CD4,CD163,CD11b,IBA1,CD19,LaminAC,A555_0,LAG3,Keratin,CD3,CD45,CD68,FOXP3,ASMA,GFAP,BANF1,A647_0,Arl13b,PD1,PDL1,CD8A,CD14,CD21,CD20,gTubulin,LaminB,AREA,CIRC,X,Y,frame,COLS,ROWS,Xt,Yt
10553.718,17874.62,8461.757,5309.145,2129.145,1636.083,25142.561,9017.334,7574.467,9429.744,238.845,552.613,331.568,529.809,5969.82,4644.453,4616.431,11633.084,305.833,507.957,76.209,3279.261,9662.787,142.169,689.55,448.32,149.836,70.388,15.11,315.576,62.666,2096.402,2068.026,248.818,1014.666,8163.968,1480.229,133.329,1182.739,15215.511,76.473,0.9,133.747,226.401,85,8,8,3045.747,2431.401
14480.706,23750.033,11930.618,7426.269,2929.326,2272.554,28453.124,12437.175,10280.954,12727.251,237.381,476.428,896.173,584.099,4165.535,3583.676,3041.932,7216.451,309.489,3449.091,77.919,4851.407,15810.215,161.494,516.912,294.902,179.662,138.094,14.185,430.413,56.271,1448.937,2851.875,317.531,754.819,9297.124,1613.57,180.363,941.632,18444.272,139.214,0.813,121.406,232.297,85,8,8,3033.406,2437.297
13860.211,21770.533,11051.187,7004.642,2812.077,2223.215,31114.363,11187.767,8767.688,10592.241,459.273,1023.35,333.637,4528.811,1733.958,6356.937,5725.346,3561.01,538.419,260.345,134.046,907.74,107.766,255.017,740.45,316.791,410.99,2808.028,20.923,394.651,65.64,2977.23,869.909,182.201,3377.184,9344.269,6486.762,67.285,345.556,3259.452,142.171,0.923,259.922,245.406,85,8,8,3171.922,2450.406
10822.598,17326.632,8606.144,5526.406,2219.864,1785.057,25894.989,9341.745,7739.59,9806.351,367.564,856.249,309.071,3160.083,2723.227,3538.376,4719.906,3567.406,471.116,12481.625,110.255,2410.438,69.973,228.4,438.483,125.051,296.719,2226.398,21.638,561.617,63.028,1390.246,1730.773,271.31,1435.195,5968.468,4025.742,100.138,670.162,8301.321,158.86,0.637,235.85,253.489,85,8,8,3147.85,2458.489
16161.629,24931.191,12926.092,8142.268,3250.549,2579.521,33110.231,13311.982,10786.565,13481.209,509.568,1192.146,432.302,6815.865,2604.287,3827.378,6004.628,3540.01,596.866,10999.48,144.613,2246.298,108.153,319.256,971.547,166.934,428.155,4845.829,41.82,596.613,69.621,3684.279,1905.238,298.637,1749.868,10007.266,7401.454,117.473,764.913,8371.401,121.363,0.882,225.002,248.789,85,8,8,3137.002,2453.789
7806.147,12523.655,6235.69,3954.027,1559.468,1233.411,18379.121,6172.97,5090.099,6436.666,352.643,769.814,289.586,876.907,5850.687,50976.912,4911.708,22452.568,454.109,1721.139,110.988,3826.982,103.807,212.003,575.372,8087.697,244.117,12321.084,17.739,320.49,58.403,2187.535,2158.927,290.135,589.132,17807.951,1574.022,148.169,444.076,10694.471,70.452,0.892,315.516,249.593,85,8,8,3227.516,2454.593
19767.611,28172.581,15842.393,9955.324,4031.339,3298.463,35081.082,17536.852,14751.407,19072.138,501.451,1110.92,403.688,9932.531,2799.115,4414.532,9354.769,3882.372,638.408,5186.2,140.753,3201.043,91.5,301.449,1158.788,174.228,338.65,2276.577,30.79,577.976,68.673,2355.399,2052.655,375.228,3581.304,6556.594,3856.484,182.922,1167.027,6848.76,105.414,0.881,229.824,254.817,85,8,8,3141.824,2459.817
8649.032,15032.455,6991.886,4508.58,1617.891,1218.466,18525.674,6999.225,5788.808,6876.587,151.398,429.888,278.401,364.833,2781.951,2291.903,2343.235,4417.833,194.023,4258.713,60.275,889.52,8160.93,110.536,443.246,296.57,149.289,69.796,11.616,276.757,50.636,2515.119,1271.488,148.031,699.115,5202.232,1548.125,148.515,319.166,10317.271,82.704,0.848,21.857,254.92,85,8,8,2933.857,2459.92
7117.807,12334.138,5817.469,3766.305,1345.258,1014.002,15482.762,5814.703,4865.03,5857.734,173.809,382.063,299.75,431.291,3821.185,2442.482,2933.577,6137.484,201.476,3461.285,51.12,2870.033,12996.447,125.053,592.079,314.467,145.329,138.171,14.986,266.156,54.409,7122.409,1735.671,222.378,899.557,7471.461,1648.882,137.583,431.85,8211.362,53.658,0.913,36.504,260.344,85,8,8,2948.504,2465.344
17116.788,21733.528,14098.261,9069.193,3557.781,2822.264,26575.117,15397.403,13061.792,16979.799,443.637,845.727,288.9,5628.906,1890.391,20175.252,1896.01,3884.761,471.158,347.47,130.457,759.889,63.474,187.972,438.868,574.371,225.519,1342.214,17.1,363.516,63.169,751.303,530.861,119.249,3223.111,10934.651,1648.928,61.467,360.204,5611.678,115.765,0.895,358.249,262.935,85,8,8,3270.249,2467.935
8886.777,15381.492,7311.708,4571.126,1719.292,1308.383,19349.025,7114.447,5669.066,6903.745,267.305,559.105,9295.878,723.099,3482.119,9126.255,3584.861,6310.147,333.473,1228.6,90.518,4623.804,6473.323,170.745,423.34,973.809,181.27,184.135,12.603,286.384,56.303,6118.723,3118.238,364.674,685.236,9620.042,1640.939,82.979,480.486,9657.953,81.331,0.883,102.54,271.47,85,8,8,3014.54,2476.47
11078.683,17103.467,8828.431,5596.146,2222.62,1751.857,24237.568,8955.098,7321.43,9280.005,404.603,834.8,403.366,1043.029,759.767,1322.969,20582.755,2552.26,405.155,300.399,127.659,584.056,81.731,196.005,546.113,116.933,369.013,709.179,18.644,298.894,67.008,2063.186,501.155,106.47,465.272,3562.166,1915.805,90.915,184.792,3131.306,107.526,0.818,299.294,274.809,85,8,8,3211.294,2479.809
9122.803,15642.352,7253.418,4592.481,1708.244,1293.244,19783.942,7262.177,5883.599,6879.588,159.747,377.331,1265.022,397.602,3030.867,2812.578,2727.43,3753.692,187.843,1931.953,65.53,789.99,7990.84,107.512,536.571,182.505,96.45,107.951,11.762,195,54.463,5301.315,1105.932,172.774,518.576,6448.979,1295.294,101.74,274.503,9331.013,92.633,0.875,53.386,291.473,85,8,8,2965.386,2496.473
15513.569,25755.82,12611.307,7852.6,3008.735,2285.411,30429.739,13343.909,10534.617,12851.73,250.491,461.248,24858.43,687.154,2857.844,3075.774,3621.645,6589.088,321.303,8272.204,87.572,3161.674,12608.728,134.98,675.491,267.974,151.407,85.954,13.685,426.857,54.468,3558.792,1895.872,201.026,718.855,7197.318,1676.646,139.77,597.694,20506.898,139.848,0.857,107.854,308.113,85,8,8,3019.854,2513.113
12208.636,20864.135,9795.657,6199.852,2314.818,1728.196,25546.138,10071.371,7964.789,9550.154,191.67,473.73,587.606,521.381,6811.424,11612.377,5116.61,9519.06,358.677,2389.628,81.121,4813.463,8005.907,163.536,932.736,1654.742,155.06,124.11,12.997,343.176,61.888,3788.167,2957.573,318.589,631.632,17320.427,1843.095,155.252,620.392,15224.726,122.419,0.86,79.915,315.579,85,8,8,2991.915,2520.579
9627.777,16433.675,7679.819,4788.143,1888.53,1446.383,21391.042,8005.613,6344.604,7807.122,240.171,503.686,267.086,462.123,4059.181,11974.854,4314.703,7042.527,338.182,1484.224,80.881,3328.158,8557.825,175.269,583.348,594.878,170.048,167.114,15.565,326.001,57.459,2734.603,2273.942,277.617,869.628,11448.928,1069.826,98.749,1228.536,15347.508,75.311,0.927,163.711,335.238,85,8,8,3075.711,2540.238
10238.709,17814.155,8317.645,5292.421,1975.905,1481.951,22308.591,8681.969,6941.067,8409.52,282.775,602.172,430.79,582.652,2658.759,3934.241,3713.353,5249.215,314.484,1375.73,103.781,2458.12,15351.987,170.56,528.471,2245.651,159.342,96.432,13.556,325.015,61.728,1421.134,2260.415,215.065,565.305,18663.018,1777.99,112.449,969.018,15138.515,86.507,0.941,82.147,336.458,85,8,8,2994.147,2541.458
18409.844,21014.351,13561.124,9496.208,3434.253,2626.762,27056.313,16314.802,13245.328,17940.25,352.489,876.55,597.124,616.892,2514.531,5026.461,20413.287,4331.076,324.976,262.748,124.688,1115.464,87.082,227.667,457.361,123.405,465.15,3171.609,29.452,396.497,68.182,2704.301,843.158,169.814,928.123,5276.112,2065.375,96.302,702.657,5191.039,125.694,0.858,250.075,29.09,86,9,8,3578.075,2234.09
9317.486,12584.483,6428.194,4537.512,1676.798,1281.352,20813.65,8088.43,6811.269,9410.803,221.654,532.104,244.12,1586.137,4238.452,33507.032,7057.762,10917.894,286.364,209.003,96.818,2617.705,2155.283,173.823,730.313,9964.449,215.898,4241.311,20.055,333.751,62.14,1591.093,1860.436,222.598,888.051,22109.102,2073.058,125.156,677.543,13406.639,95.379,0.857,238.848,58.462,86,9,8,3566.848,2263.462
17714.081,24116.413,12321.584,8617.243,3182.039,2442.07,32944.886,14644.657,11857.459,15684.27,269.1,680.401,298.5,1272.18,3760.558,31244.874,5621.939,10367.573,331.548,448.937,106.461,2755.934,255.294,205.745,456.913,7137.31,258.157,4351.924,19.693,420.001,60.423,2512.862,2226.982,223.788,830.568,14825.666,2650.083,133.164,745.031,17416.034,149.776,0.838,245.929,64.3,86,9,8,3573.929,2269.3
12851.478,19122.585,9295.655,6307.611,2386.473,1874.661,28846.879,10300.551,7927.136,9929.274,211.539,518.695,481.137,579.338,3820.968,5562.116,4696.732,3869.698,212.144,7150.215,72.416,3115.934,7295.153,130.691,543.666,881.868,152.547,188.177,12.74,406.186,55.116,4960.582,2287.801,231.519,598.699,8767.93,2032.084,271.763,908.616,13831.221,99.288,0.874,69.364,101.189,86,9,8,3397.364,2306.189
16040.099,23619.407,11530.557,7825.196,2985.773,2347.785,33303.466,13148.708,10263.342,12852.351,237.013,593.168,728.231,464.077,3934.755,4197.235,3295.252,5231.724,259.676,13950.316,76.097,2280.993,4356.759,153.711,436.395,204.238,197.376,70.473,12.906,704.663,56.444,6267.002,2636.129,166.176,724.2,3851.609,2313.356,495.015,837.664,19608.659,143.122,0.85,85.91,102.381,86,9,8,3413.91,2307.381
12190.292,17224.933,8432.541,5880.794,2167.71,1665.085,24345.298,9022.175,6865.221,8371.899,209.074,529.341,1261.978,419.644,7058.553,8115.081,2905.557,8628.933,230.878,1539.826,77.784,3236.574,15984.767,126.483,928.446,590.117,182.732,241.166,15.34,243.596,54.963,2780.845,2020.808,225.463,536.657,25277.674,1533.536,393.461,1002.936,9824.38,84.606,0.836,161.102,100.228,86,9,8,3489.102,2305.228
9610.86,13604.789,6633.642,4642.918,1731.506,1324.461,19471.694,7113.265,5468.582,6976.463,221.558,521.595,211.994,1385.925,2509.121,11727.979,4224.549,7219.104,225.84,1716.104,78.623,2702.914,14407.681,132.806,648.226,770.821,192.733,263.149,15.259,187.231,58.993,7905.03,1061.688,199.797,673.569,43631.05,2254.912,573.72,406.291,7362.726,56.615,0.85,174.647,99.18,86,9,8,3502.647,2304.18
16235.15,23608.463,11605.725,8008.925,2983.218,2287.879,34238.904,12489.225,9679.661,11614.348,226.027,630.269,316.829,584.776,5373.336,4358.57,4157.751,4408.936,230.33,34246.668,69.962,3014.594,6087.324,155.177,645.319,162.93,252.35,218.044,12.355,999.245,51.996,3978.22,3212.906,193.586,520.78,6749.073,3131.304,1708.087,498.797,24517.811,118.511,0.865,155.32,117.439,86,9,8,3483.32,2322.439
10511.327,15648.252,7673.741,5387.811,2034.451,1582.483,23512.007,9185.172,7617.96,9912.003,161.526,438.793,164.378,733.731,6961.475,4736.586,3421.641,10109.614,207.525,4133.075,67.753,1838.309,10232.025,115.262,1079.052,484.848,146.529,114.632,14.635,1668.898,51.016,2611.877,1243.885,137.034,949.452,7982.796,1388.077,323.657,644.016,18192.322,93.373,0.882,136.567,123.386,86,9,8,3464.567,2328.386
9765.349,15058.462,7103.588,4842.25,1793.111,1368.747,21068.939,7424.316,5693.011,7069.932,243.016,530.545,518.342,535.458,4401.515,5820.975,3128.906,6452.398,262.989,1370.226,83.727,3768.895,19717.569,192.686,529.891,1215.226,144.305,118.332,14.54,307.36,55.184,6058.077,2249.073,208.335,434.898,11246.975,1249.296,89.524,458.654,10116.462,59.256,0.89,64.955,122.929,86,9,8,3392.955,2327.929
15991.338,23365.715,11643.365,7979.39,2991.866,2322.116,33744.786,12041.178,9244.772,10796.342,204.281,487.483,604.791,400.445,4211.582,7056.457,3716.961,3396.9,189.78,17435.831,64.725,1137.936,8476.605,108.704,664.794,558.997,163.077,150.549,14.924,1171.269,50.758,2644.121,1983.623,135.158,600.359,5459.641,1199.939,680.325,656.037,16740.522,184.104,0.701,159.261,130.638,86,9,8,3487.261,2335.638
12923.592,18855.869,9447.855,6582.945,2481.33,1911.776,30662.349,10765.455,8781.876,10970.212,263.177,597.8,2889.8,600.73,7485.995,12920.769,4510.317,7185.717,268.706,7812.183,88.045,2368.138,13914.621,140.802,814.136,575.578,166.64,153.911,17.518,414.463,58.14,2704.706,1939.507,202.029,844.519,11065.014,1326.961,192.546,813.606,15160.424,141.749,0.763,219.893,144.714,86,9,8,3547.893,2349.714
11764.13,18380.202,8823.598,6000.13,2178.114,1671.628,25042.15,8984.179,6900.473,8677.122,240.034,558.756,2187.214,622.41,2618.698,5930.446,3258.661,5366.997,274.748,1706.83,77.765,2535.669,14358.54,171.704,588.472,342.034,183.896,140.145,12.887,270.848,58.722,6964.798,2146.489,315.423,636.049,14419.97,2129.104,169.738,563.182,8831.359,81.437,0.9,79.124,159.217,86,9,8,3407.124,2364.217
10133.627,16394.243,7672.611,5222.902,1922.195,1458.667,24282.32,8412.199,6752.614,8645.038,217.102,498.861,479.573,476.129,3155.114,5752.609,3949.492,6048.473,253.452,2913.288,75.429,2009.988,11929.848,123.634,541.777,1269.53,133.763,78.311,12.426,376.95,52.53,4315.593,1943.654,182.517,578.936,10058.221,1144.949,263.048,844.516,16497.665,97.175,0.858,52.08,160.095,86,9,8,3380.08,2365.095
14062.746,19949.126,10521.613,7292.429,2710.023,2101.914,25375.601,11073.633,8926.42,10959.183,278.874,656.517,5626.443,524.144,3356.551,3263.074,3341.636,6299.964,293.089,5860.74,87.764,2507.903,35009.9,146.943,492.333,177.486,188.674,275.13,17.73,367.276,59.194,2480.834,1788.963,188.781,578.887,7137.407,2038.004,161.787,1098.61,14062.866,73.938,0.914,184.134,169.867,86,9,8,3512.134,2374.867
9660.295,14363.572,7100.668,4910.994,1885.271,1464.161,23597.115,7966.859,6632.428,8365.479,183.994,432.528,12228.219,542.608,4526.433,3002.381,2724.33,5343.189,227.194,5183.968,71.947,1974.355,19517.21,127.347,768.536,92.971,130.859,182.457,16.168,318.075,55.213,2704.054,1258.615,179.682,598.946,7477.84,1394.24,119.76,380.793,13590.246,98.865,0.866,211.961,171.999,86,9,8,3539.961,2376.999
10204.083,16828.668,7938.347,5351.126,1950.658,1483.604,23676.214,8276.735,6562.835,8424.25,194.793,492.519,345.382,570.898,5397.743,9698.05,4281.758,3685.477,214.52,1098.286,70.599,1313.638,7054.842,126.047,549.488,947.311,132.656,159.656,13.327,264.514,51.801,2909.525,1335.826,183.387,511.152,7114.61,1507.771,268.421,675.244,10156.703,154.846,0.731,23.649,175.342,86,9,8,3351.649,2380.342
12586.333,17861.614,9280.213,6335.977,2489.509,1961.675,28416.195,10565.832,8422.343,10335.108,217.968,522.876,456.63,2289.411,2156.733,5957.349,4548.427,4139.428,206.38,134.273,74.616,1993.877,53.886,148.765,422.72,1169.811,196.686,10392.06,22.624,305.158,58.683,2009.767,1282.149,156.394,601.07,13308.295,2251.112,183.525,728.384,6769.125,106.259,0.85,332.643,176.106,86,9,8,3660.643,2381.106
10795.45,17475.663,8355.616,5762.755,2099.775,1613.547,23532.398,9284.646,7773.366,10350.49,400.959,872.623,292.771,1428.809,4353.911,37670.346,6327.174,17375.264,408.63,277.053,119.742,6421.604,3283.293,214.67,518.216,2302.045,246.152,3379.584,15.176,330.434,65.942,1484.243,2507.068,284.668,505.366,24898.495,1925.652,100.293,426.785,14208.513,91.26,0.902,105.036,177.475,86,9,8,3433.036,2382.475
14991.791,21903.72,11174.977,7560.182,2903.478,2276.95,32601.516,11779.853,9387.508,10970.166,275.765,644.409,813.592,727.532,4290.352,5387.59,3549.795,5417.318,289.012,796.851,96.78,1238.606,10826.584,148.708,931.893,1428.765,183.116,76.346,17.521,356.141,60.183,4817.062,2003.524,205.325,562.773,6174.314,1232.387,140.079,613.259,14327.945,128.018,0.893,262.539,187.083,86,9,8,3590.539,2392.083
14463.943,21300.197,10745.493,7260.548,2749.105,2146.888,30648.617,10957.798,8641.575,10222.583,297.402,730.47,5924.859,698.581,5057.161,6818.722,4641.075,7448.775,356.83,958.048,84.594,2199.281,9384.111,180.372,816.66,539.428,215.552,188.611,17.789,372.214,56.664,5710.398,2572.913,256.961,1054.421,12634.716,1909.97,195.24,968.258,16033.099,128.863,0.753,237.255,188.341,86,9,8,3565.255,2393.341
16992.293,22565.91,12725.614,8620.691,3407.06,2681.469,29682.206,15602.181,13172.396,17427.271,342.6,844.451,298.98,889.258,4357.682,14879.122,6677.273,16714.329,399.254,803.855,120.97,2065.476,50.477,214.623,543.298,1732.028,275.279,4612.038,18.885,489.011,63.318,2409.705,1622.82,192.999,470.002,29523.013,1857.087,106.84,584.106,13622.722,118.3,0.888,360.841,195.817,86,9,8,3688.841,2400.817
12465.968,20598.637,9787.495,6607.829,2411.966,1832.207,27648.387,10296.736,8278.568,10610.531,256.171,571.97,346.205,804.175,4658.414,9039.596,3391.228,5625.009,332.373,822.638,87.299,3875.191,8636.979,168.038,642.893,3213.068,167.498,206.27,14.674,296.934,59.929,4618.549,2205.06,279.069,469.374,13030.86,1987.852,235.751,771.267,14486.323,159.599,0.764,65.768,199.247,86,9,8,3393.768,2404.247
14610.258,24003.843,11495.227,7703.926,2830.239,2158.586,29991.394,11652.528,9179.376,11503.901,247.921,576.313,13367.254,717.872,2356.374,6205.282,3541.476,6112.437,320.2,1869.001,80.767,2560.486,7733.538,154.302,546.128,166.458,179.436,198.236,14.648,410.557,59.045,3108.319,2162.027,195.923,531.34,12930.873,2046.201,287.079,686.916,19163.741,118.406,0.881,50.829,206.707,86,9,8,3378.829,2411.707
14132.077,23107.2,11122.018,7499.452,2752.142,2104.176,30682.38,11331.303,8910.541,11141.356,316.95,720.345,4903.021,781.475,7499.783,23034.916,4435.975,9195.873,359.932,6318.191,107.544,5408.82,3792.71,189.456,660.691,4032.637,195.918,162.592,72.875,1292.325,64.852,3486.343,3079.664,260.42,767.396,27794.426,1967.31,375.878,1271.398,16551.892,109.533,0.841,99.794,210.479,86,9,8,3427.794,2415.479
15965.193,25934.872,12569.976,8339.574,3100.806,2374.284,32541.19,12884.816,10210.561,12890.769,255.056,556.465,238.099,564.186,2758.654,4317.383,2582.903,2158.519,282.966,28180.952,81.258,2703.89,3719.857,162.859,410.307,1012.232,194.219,256.426,14.376,1163.087,56.609,5342.13,2165.897,188.714,488.335,7434.83,2244.363,708.155,549.391,15737.842,150.093,0.874,71.885,216.366,86,9,8,3399.885,2421.366
19248.679,27955.154,14929.931,10031.089,3720.677,2871.711,32802.391,15864.003,12944.765,16764.054,361.69,856.463,17583.748,1157.757,6978.49,6922.908,4941.379,8642.851,436.368,5663.934,111.909,2476.992,4828.695,201.394,1277.128,504.385,250.896,303.571,1150.906,3480.902,65.648,6071.967,2148.117,303.968,721.212,11406.068,2559.177,380.66,1043.256,21366.024,124.426,0.894,118.873,219.305,86,9,8,3446.873,2424.305
8526.36,13583.664,6440.207,4367.147,1676.559,1285.186,21340.926,6912.001,5771.02,7332.009,222.943,499.857,1900.203,506.481,2446.857,2103.424,2505.583,3988.743,257.88,2097.734,86.913,1206.106,15121.021,138.188,457.538,161.021,155.49,111.068,13.64,294.39,67.232,3351.498,1039.042,226.415,666.747,4496.971,767.952,86.074,298.166,11978.438,81.014,0.9,158.092,229.537,86,9,8,3486.092,2434.537
14192.462,20934.684,10512.406,6984.36,2774.266,2172.683,33282.011,10970.549,8680.037,10057.944,273.765,627.997,13587.421,749.494,5175.752,11303.001,6514.013,5851.038,286.483,2566.158,94.612,1274.824,2489.655,163.381,971.273,932.969,199.538,117.655,16.175,412.527,61.868,2901.889,2041.54,184.1,623.69,8302.444,1436.746,172.343,346.091,16455.711,164.247,0.898,263.418,235.754,86,9,8,3591.418,2440.754
9256.289,13905.43,6847.343,4464.786,1827.496,1427.798,23060.893,7420.47,6088.637,7039.974,171.644,342.518,18119.749,500.969,12672.731,2315.907,1062.184,1809.486,174.115,1116.564,68.119,4014.624,11721.591,1020.106,1415.936,75.026,2243.668,89.68,15.376,171.466,52.807,2651.439,3466.881,215.576,819.01,3022.698,2147.209,125.576,1148.551,6460.688,80.909,0.851,292.729,260.386,86,9,8,3620.729,2465.386
10171.43,16710.153,7948.062,5241.346,2000.436,1566.705,24709.928,8569.029,7180.662,9450.175,232.597,607.377,4468.698,670.432,6394.376,2444.352,3721.51,3914.422,321.277,1363.994,78.148,3030.779,10277.84,138.607,765.585,171.142,211.915,210.674,12.227,320.383,53.772,2270.886,1995.748,229.858,345.4,5999.208,2879.524,582.284,447.213,13292.685,107.949,0.871,50.266,266.67,86,9,8,3378.266,2471.67
13884.345,22314.243,10692.53,7085.624,2721.027,2117.313,31325.336,10735.574,8619.15,10405.055,246.064,564.057,1058.233,664.688,5633.313,6017.507,4056.321,7888.845,354.4,777.295,87.648,2834.6,9546.658,152.316,870.822,1885.654,195.293,102.081,14.674,390.514,62.798,4386.36,2236.681,228.499,691.802,15054.332,1060.223,182.993,744.168,13831.148,129.496,0.892,140.908,267.593,86,9,8,3468.908,2472.593
7966.14,11549.683,5911.789,3891.013,1606.025,1261.299,19468.234,6788.658,5611.079,7108.923,184.797,387.117,7889.81,436.583,2953.666,8354.263,2428.835,3926.987,200.242,1739.196,68.94,2011.887,15193.061,105.466,447.537,618.14,173.651,59.253,16.223,214.476,45.689,1848.958,1563.975,169.516,745.964,8482.476,777.77,82.012,506.681,7989.612,55.031,0.911,395.291,274.242,86,9,8,3723.291,2479.242
11853.749,19064.76,9235.643,6003.84,2269.999,1788.988,26930.52,8707.716,6905.412,8284.366,228.012,573.467,1652.321,503.993,3290.535,9316.378,3982.992,5311.584,280.073,4736.67,82.199,2338.001,8921.644,145.402,742.471,469.373,151.068,179.106,14.78,347.613,50.705,2527.546,1937.514,176.651,711.14,8085.448,1306.911,242.92,495.291,12579.44,80.698,0.872,106.865,277.535,86,9,8,3434.865,2482.535
7039.773,10770.657,5334.734,3585.74,1395.536,1080.76,17430.461,5735.876,4791.541,6049.886,579.161,1219.646,647.775,1252.543,8936.172,13498.7,9727.966,14374.073,572.12,10251.948,164.193,4838.554,25632.929,276.897,1973.715,1017.043,382.333,317.794,21.863,501.015,57.942,6660.292,3110.663,413.339,1510.62,15453.107,3294.549,198.33,1718.448,9675.91,49.221,0.924,269.744,275.963,86,9,8,3597.744,2480.963
14415.235,21978.301,10761.324,7015.364,2827.196,2212.728,33279.54,10838.993,8523.816,9720.982,318.884,581.334,21651.614,846.38,3593.572,8489.915,5072.145,4507.207,301.924,2914.074,90.114,1620.377,4272.77,133.532,1261.521,2773.294,146.419,95.299,16.354,330.918,58.357,5225.047,1927.381,181.768,570.813,6116.088,1215.756,124.782,605.237,17864.902,133.51,0.86,263.807,297.736,86,9,8,3591.807,2502.736
15172.158,24106.309,11553.782,7557.556,2934.195,2273.841,33384.849,11053.826,8663.686,10229.933,371.937,859.398,29914.35,1186.274,5271.702,18162.198,4002.591,6424.671,450.562,780.903,116.335,2930.777,9270.252,200.298,649.781,3471.631,232.927,122.852,15.551,479.505,69.655,2569.126,2980.178,188.456,720.285,22631.376,1683.804,143.971,1108.667,16860.11,136.679,0.849,149.955,300.048,86,9,8,3477.955,2505.048
13362.071,21224.829,10154.967,6612.975,2609.099,2011.281,31604.794,10139.496,8060.567,9499.451,367.546,877.773,3135.685,663.288,3704.462,10332.311,3099.14,4752.232,390.438,12898.949,106.541,2257.704,10788.172,197.204,579.626,712.777,239.169,157.516,15.626,575.392,57.801,3045.806,2631.359,194.777,726.164,16274.13,1344.843,741.24,788.867,14222.8,132.876,0.783,172,316.969,86,9,8,3500,2521.969
11693.188,18406.705,8774.029,5723.953,2172.692,1664.212,26324.556,8549.013,6797.067,7642.196,283.812,631.574,5187.699,710.377,4327.295,10541.172,4123.435,4976.629,314.29,26296.705,89.714,5168.507,4109.134,200.719,886.815,2874.364,220.317,111.259,16.415,555.674,62.817,6803.768,4015.116,221.761,633.692,18370.558,2646.444,722.054,1003.893,16838.567,47.32,0.921,237.401,323.277,86,9,8,3565.401,2528.277
15503.673,24540.941,11806.165,7691.454,3087.378,2366.108,36083.438,12118.633,9784.637,11464.17,282.486,643.524,14031.358,796.922,4941.092,15465.592,4053.627,6504.246,328.879,11494.939,89.188,5960.801,7608.984,202.176,948.28,2942.516,193.556,140.987,15.797,575.536,54.917,3874.283,3442.14,233.287,754.607,25157.972,2456.986,615.019,957.362,15798.83,182.309,0.777,249.445,333.532,86,9,8,3577.445,2538.532
15237.351,23896.252,11229.398,7182.3,2711.527,2098.935,29584.006,9686.621,7510.122,8614.465,323.982,746.546,31209.197,945.659,3379.398,19319.974,4592.406,5705.846,362.485,8660.231,103.002,2795.724,9385.712,189.864,782.513,3188.01,181.462,163.941,17.282,420.558,60.316,2547.564,2347.927,248.651,685.602,13113.621,1322.436,110.546,611.761,15074.256,52.073,0.876,190.956,329.509,86,9,8,3518.956,2534.509
21141.712,26835.176,14147.78,8897.377,3768.87,3107.258,40587.762,14123.458,11035.222,12911.859,408.513,908.434,295.053,1142.346,3772.804,41599.143,5111.54,17100.841,317.672,422.352,141.548,1759.321,83.963,210.615,442.621,4893.811,274.233,1691.322,17.328,349.484,66.418,2163.474,1682.467,202.974,663.991,23661.885,1873.178,99.004,386.965,16374.608,57.671,0.894,305.743,79.075,87,10,8,4049.743,2284.075
19438.157,22003.76,14201.33,9482.654,3887.841,3093.896,25802.351,19203.045,15700.043,19862.458,220.647,570.005,308.893,3221.029,5581.767,8372.915,2809.485,4109.047,304.106,531.396,83.01,2208.611,79.612,1010.244,436.743,130.104,280.695,22195.647,18.483,416.784,62.665,2816.013,1802.855,207.423,7446.187,8509.362,5614.554,119.144,1090.641,8928.137,98.337,0.923,150.201,141.295,87,10,8,3894.201,2346.295
22584.824,29395.556,15055.77,9799.635,3870.768,3043.069,42817.043,16073.044,12333.6,14752.314,268.399,659.751,2626.566,992.548,4611.896,36204.208,4376.232,6210.644,264.409,7582.01,91.644,2035.123,6137.609,209.475,427.462,9493.135,189.588,122.52,19.256,446.311,58.736,3204.481,2305.237,234.661,1635.159,17389.803,997.922,225.29,334.888,19536.318,93.267,0.883,360.3,177.477,87,10,8,4104.3,2382.477
24366.148,29182.395,17516.138,11583.153,4714.457,3778.518,39676.459,21872.515,16893.568,20679.742,360.521,897.912,631.121,1436.677,3916.226,15063.013,7581.873,13505.54,410.202,7062.317,120.989,2581.293,105.196,268.545,609.262,5460.153,300.007,6426.602,21.799,576.139,60.98,3287.131,2452.294,284.486,1085.715,35937.006,4369.222,198.105,593.391,21532.822,116.504,0.895,174.713,177.943,87,10,8,3918.713,2382.943
20864.506,26405.203,14345.126,9557.201,3904.713,3125.993,38414.207,17560.146,13631.319,16357.098,280.297,731.498,301.591,571.126,4693.357,47859.673,3734.721,11691.944,356.653,5581.504,98.093,1378.927,88.437,207.137,415.123,1332.915,280.257,6935.987,17.791,449.147,61.563,3989.616,1913.84,313.582,806.384,27237.874,3078.371,150.18,624.003,12875.606,119.039,0.879,187.041,183.816,87,10,8,3931.041,2388.816
